"Any","Codi_Districte","Nom_Districte","Codi_Barri","Nom_Barri","Població","Índex RFD Barcelona = 100"
2007,1,"Ciutat Vella",1,"el Raval",46595,"64.7"
2007,1,"Ciutat Vella",2,"el Barri Gòtic",27946,"86.5"
2007,1,"Ciutat Vella",3,"la Barceloneta",15921,"66.7"
2007,1,"Ciutat Vella",4,"Sant Pere, Santa Caterina i la Ribera",22572,"80.2"
2007,2,"Eixample",5,"el Fort Pienc",31521,"107.9"
2007,2,"Eixample",6,"la Sagrada Família",52185,"101.8"
2007,2,"Eixample",7,"la Dreta de l'Eixample",42504,"137.6"
2007,2,"Eixample",8,"l'Antiga Esquerra de l'Eixample",41413,"126.5"
2007,2,"Eixample",9,"la Nova Esquerra de l'Eixample",58146,"116.9"
2007,2,"Eixample",10,"Sant Antoni",37988,"103.8"
2007,3,"Sants-Montjuïc",11,"el Poble Sec",39579,"73.3"
2007,3,"Sants-Montjuïc",12,"la Marina del Prat Vermell",1005,"80.4"
2007,3,"Sants-Montjuïc",13,"la Marina de Port",29327,"80.2"
2007,3,"Sants-Montjuïc",14,"la Font de la Guatlla",10064,"90.4"
2007,3,"Sants-Montjuïc",15,"Hostafrancs",15771,"82.7"
2007,3,"Sants-Montjuïc",16,"la Bordeta",18592,"81.9"
2007,3,"Sants-Montjuïc",17,"Sants - Badal",24085,"85.9"
2007,3,"Sants-Montjuïc",18,"Sants",40272,"89.5"
2007,4,"Les Corts",19,"les Corts",46400,"130.4"
2007,4,"Les Corts",20,"la Maternitat i Sant Ramon",23938,"127.9"
2007,4,"Les Corts",21,"Pedralbes",11413,"193.6"
2007,5,"Sarrià-Sant Gervasi",22,"Vallvidrera, el Tibidabo i les Planes",4038,"146.4"
2007,5,"Sarrià-Sant Gervasi",23,"Sarrià",23316,"174.9"
2007,5,"Sarrià-Sant Gervasi",24,"les Tres Torres",15325,"215.3"
2007,5,"Sarrià-Sant Gervasi",25,"Sant Gervasi - la Bonanova",23634,"182.2"
2007,5,"Sarrià-Sant Gervasi",26,"Sant Gervasi - Galvany",46454,"187.0"
2007,5,"Sarrià-Sant Gervasi",27,"el Putxet i el Farró",28990,"150.2"
2007,6,"Gràcia",28,"Vallcarca i els Penitents",15381,"113.2"
2007,6,"Gràcia",29,"el Coll",7190,"91.7"
2007,6,"Gràcia",30,"la Salut",13072,"113.0"
2007,6,"Gràcia",31,"la Vila de Gràcia",50409,"101.9"
2007,6,"Gràcia",32,"el Camp d'en Grassot i Gràcia Nova",34535,"104.3"
2007,7,"Horta-Guinardó",33,"el Baix Guinardó",25816,"96.6"
2007,7,"Horta-Guinardó",34,"Can Baró",8998,"81.2"
2007,7,"Horta-Guinardó",35,"el Guinardó",35038,"93.0"
2007,7,"Horta-Guinardó",36,"la Font d'en Fargues",9621,"103.5"
2007,7,"Horta-Guinardó",37,"el Carmel",32745,"72.0"
2007,7,"Horta-Guinardó",38,"la Teixonera",11332,"72.2"
2007,7,"Horta-Guinardó",39,"Sant Genís dels Agudells",7069,"85.7"
2007,7,"Horta-Guinardó",40,"Montbau",5105,"85.5"
2007,7,"Horta-Guinardó",41,"la Vall d'Hebron",5476,"96.5"
2007,7,"Horta-Guinardó",42,"la Clota",445,"89.9"
2007,7,"Horta-Guinardó",43,"Horta",26638,"85.9"
2007,8,"Nou Barris",44,"Vilapicina i la Torre Llobeta",25672,"83.0"
2007,8,"Nou Barris",45,"Porta",23470,"75.3"
2007,8,"Nou Barris",46,"el Turó de la Peira",15102,"65.4"
2007,8,"Nou Barris",47,"Can Peguera",2143,"49.8"
2007,8,"Nou Barris",48,"la Guineueta",15394,"82.0"
2007,8,"Nou Barris",49,"Canyelles",7539,"76.7"
2007,8,"Nou Barris",50,"les Roquetes",15756,"60.9"
2007,8,"Nou Barris",51,"Verdun",12301,"63.8"
2007,8,"Nou Barris",52,"la Prosperitat",26696,"72.6"
2007,8,"Nou Barris",53,"la Trinitat Nova",8011,"53.0"
2007,8,"Nou Barris",54,"Torre Baró",2105,"58.0"
2007,8,"Nou Barris",55,"Ciutat Meridiana",10929,"59.4"
2007,8,"Nou Barris",56,"Vallbona",1267,"51.6"
2007,9,"Sant Andreu",57,"la Trinitat Vella",9992,"74.8"
2007,9,"Sant Andreu",58,"Baró de Viver",2397,"44.5"
2007,9,"Sant Andreu",59,"el Bon Pastor",12332,"66.2"
2007,9,"Sant Andreu",60,"Sant Andreu",55171,"85.9"
2007,9,"Sant Andreu",61,"la Sagrera",28469,"88.1"
2007,9,"Sant Andreu",62,"el Congrés i els Indians",13896,"86.5"
2007,9,"Sant Andreu",63,"Navas",21454,"92.9"
2007,10,"Sant Martí",64,"el Camp de l'Arpa del Clot",38604,"93.4"
2007,10,"Sant Martí",65,"el Clot",26796,"88.5"
2007,10,"Sant Martí",66,"el Parc i la Llacuna del Poblenou",13104,"103.2"
2007,10,"Sant Martí",67,"la Vila Olímpica del Poblenou",8783,"132.8"
2007,10,"Sant Martí",68,"el Poblenou",30181,"94.5"
2007,10,"Sant Martí",69,"Diagonal Mar i el Front Marítim del Poblenou",9775,"101.1"
2007,10,"Sant Martí",70,"el Besòs i el Maresme",22652,"61.7"
2007,10,"Sant Martí",71,"Provençals del Poblenou",18731,"85.7"
2007,10,"Sant Martí",72,"Sant Martí de Provençals",26261,"81.5"
2007,10,"Sant Martí",73,"la Verneda i la Pau",29452,"74.8"
2007,99,"No consta",99,"No consta",879,"-"
