"Any","Codi_Districte","Nom_Districte","Codi_Barri","Nom_Barri","Població","Índex RFD Barcelona = 100"
2015,1,"Ciutat Vella",1,"el Raval",47617,"75.8"
2015,1,"Ciutat Vella",2,"el Barri Gòtic",15269,"108.5"
2015,1,"Ciutat Vella",3,"la Barceloneta",15036,"76.6"
2015,1,"Ciutat Vella",4,"Sant Pere, Santa Caterina i la Ribera",22305,"96.4"
2015,2,"Eixample",5,"el Fort Pienc",31645,"104.8"
2015,2,"Eixample",6,"la Sagrada Família",51347,"95.8"
2015,2,"Eixample",7,"la Dreta de l'Eixample",43344,"165.8"
2015,2,"Eixample",8,"l'Antiga Esquerra de l'Eixample",41696,"128.9"
2015,2,"Eixample",9,"la Nova Esquerra de l'Eixample",57711,"103.8"
2015,2,"Eixample",10,"Sant Antoni",38248,"98.6"
2015,3,"Sants-Montjuïc",11,"el Poble Sec",40217,"74.3"
2015,3,"Sants-Montjuïc",12,"la Marina del Prat Vermell",1145,"36.9"
2015,3,"Sants-Montjuïc",13,"la Marina de Port",30374,"70.4"
2015,3,"Sants-Montjuïc",14,"la Font de la Guatlla",10355,"83.2"
2015,3,"Sants-Montjuïc",15,"Hostafrancs",15812,"82.2"
2015,3,"Sants-Montjuïc",16,"la Bordeta",18430,"74.3"
2015,3,"Sants-Montjuïc",17,"Sants - Badal",24085,"77.0"
2015,3,"Sants-Montjuïc",18,"Sants",40889,"88.2"
2015,4,"Les Corts",19,"les Corts",46086,"124.5"
2015,4,"Les Corts",20,"la Maternitat i Sant Ramon",23845,"109.9"
2015,4,"Les Corts",21,"Pedralbes",11763,"250.5"
2015,5,"Sarrià-Sant Gervasi",22,"Vallvidrera, el Tibidabo i les Planes",4635,"151.7"
2015,5,"Sarrià-Sant Gervasi",23,"Sarrià",24614,"199.1"
2015,5,"Sarrià-Sant Gervasi",24,"les Tres Torres",16624,"214.1"
2015,5,"Sarrià-Sant Gervasi",25,"Sant Gervasi - la Bonanova",25511,"188.9"
2015,5,"Sarrià-Sant Gervasi",26,"Sant Gervasi - Galvany",46968,"205.1"
2015,5,"Sarrià-Sant Gervasi",27,"el Putxet i el Farró",29149,"141.0"
2015,6,"Gràcia",28,"Vallcarca i els Penitents",15508,"111.2"
2015,6,"Gràcia",29,"el Coll",7324,"89.0"
2015,6,"Gràcia",30,"la Salut",13213,"114.4"
2015,6,"Gràcia",31,"la Vila de Gràcia",50584,"106.3"
2015,6,"Gràcia",32,"el Camp d'en Grassot i Gràcia Nova",34047,"103.0"
2015,7,"Horta-Guinardó",33,"el Baix Guinardó",25476,"90.4"
2015,7,"Horta-Guinardó",34,"Can Baró",8938,"88.1"
2015,7,"Horta-Guinardó",35,"el Guinardó",36073,"82.7"
2015,7,"Horta-Guinardó",36,"la Font d'en Fargues",9443,"95.2"
2015,7,"Horta-Guinardó",37,"el Carmel",31498,"56.9"
2015,7,"Horta-Guinardó",38,"la Teixonera",11322,"74.5"
2015,7,"Horta-Guinardó",39,"Sant Genís dels Agudells",6693,"93.5"
2015,7,"Horta-Guinardó",40,"Montbau",5070,"72.3"
2015,7,"Horta-Guinardó",41,"la Vall d'Hebron",5613,"92.6"
2015,7,"Horta-Guinardó",42,"la Clota",568,"89.3"
2015,7,"Horta-Guinardó",43,"Horta",26624,"80.9"
2015,8,"Nou Barris",44,"Vilapicina i la Torre Llobeta",25499,"65.0"
2015,8,"Nou Barris",45,"Porta",24536,"61.4"
2015,8,"Nou Barris",46,"el Turó de la Peira",15420,"48.8"
2015,8,"Nou Barris",47,"Can Peguera",2267,"51.1"
2015,8,"Nou Barris",48,"la Guineueta",15074,"55.9"
2015,8,"Nou Barris",49,"Canyelles",6946,"55.6"
2015,8,"Nou Barris",50,"les Roquetes",15523,"47.8"
2015,8,"Nou Barris",51,"Verdun",12258,"55.4"
2015,8,"Nou Barris",52,"la Prosperitat",26184,"54.0"
2015,8,"Nou Barris",53,"la Trinitat Nova",7362,"35.6"
2015,8,"Nou Barris",54,"Torre Baró",2828,"47.1"
2015,8,"Nou Barris",55,"Ciutat Meridiana",10156,"34.5"
2015,8,"Nou Barris",56,"Vallbona",1351,"37.8"
2015,9,"Sant Andreu",57,"la Trinitat Vella",10210,"43.1"
2015,9,"Sant Andreu",58,"Baró de Viver",2482,"60.2"
2015,9,"Sant Andreu",59,"el Bon Pastor",12655,"58.0"
2015,9,"Sant Andreu",60,"Sant Andreu",56682,"75.6"
2015,9,"Sant Andreu",61,"la Sagrera",29020,"76.8"
2015,9,"Sant Andreu",62,"el Congrés i els Indians",14148,"70.1"
2015,9,"Sant Andreu",63,"Navas",22110,"85.8"
2015,10,"Sant Martí",64,"el Camp de l'Arpa del Clot",38202,"78.7"
2015,10,"Sant Martí",65,"el Clot",27013,"84.7"
2015,10,"Sant Martí",66,"el Parc i la Llacuna del Poblenou",14764,"96.8"
2015,10,"Sant Martí",67,"la Vila Olímpica del Poblenou",9261,"150.2"
2015,10,"Sant Martí",68,"el Poblenou",33579,"95.6"
2015,10,"Sant Martí",69,"Diagonal Mar i el Front Marítim del Poblenou",13352,"162.5"
2015,10,"Sant Martí",70,"el Besòs i el Maresme",23026,"54.4"
2015,10,"Sant Martí",71,"Provençals del Poblenou",20244,"102.8"
2015,10,"Sant Martí",72,"Sant Martí de Provençals",26005,"68.3"
2015,10,"Sant Martí",73,"la Verneda i la Pau",28678,"57.5"
2015,99,"No consta",99,"No consta",1,"-"
