"Any","Codi_Districte","Nom_Districte","Codi_Barri","Nom_Barri","Població","Índex RFD Barcelona = 100"
2014,1,"Ciutat Vella",1,"el Raval",48471,"65.9"
2014,1,"Ciutat Vella",2,"el Barri Gòtic",15911,"98.5"
2014,1,"Ciutat Vella",3,"la Barceloneta",15181,"84.5"
2014,1,"Ciutat Vella",4,"Sant Pere, Santa Caterina i la Ribera",22674,"92.5"
2014,2,"Eixample",5,"el Fort Pienc",31785,"104.5"
2014,2,"Eixample",6,"la Sagrada Família",51562,"92.4"
2014,2,"Eixample",7,"la Dreta de l'Eixample",43749,"165.3"
2014,2,"Eixample",8,"l'Antiga Esquerra de l'Eixample",41975,"127.8"
2014,2,"Eixample",9,"la Nova Esquerra de l'Eixample",57863,"109.1"
2014,2,"Eixample",10,"Sant Antoni",38369,"97.8"
2014,3,"Sants-Montjuïc",11,"el Poble Sec",40674,"66.3"
2014,3,"Sants-Montjuïc",12,"la Marina del Prat Vermell",1151,"39.4"
2014,3,"Sants-Montjuïc",13,"la Marina de Port",30286,"72.0"
2014,3,"Sants-Montjuïc",14,"la Font de la Guatlla",10406,"77.6"
2014,3,"Sants-Montjuïc",15,"Hostafrancs",15919,"76.8"
2014,3,"Sants-Montjuïc",16,"la Bordeta",18451,"76.0"
2014,3,"Sants-Montjuïc",17,"Sants - Badal",24245,"79.6"
2014,3,"Sants-Montjuïc",18,"Sants",41102,"85.8"
2014,4,"Les Corts",19,"les Corts",46205,"125.4"
2014,4,"Les Corts",20,"la Maternitat i Sant Ramon",23735,"112.6"
2014,4,"Les Corts",21,"Pedralbes",11670,"251.7"
2014,5,"Sarrià-Sant Gervasi",22,"Vallvidrera, el Tibidabo i les Planes",4615,"162.8"
2014,5,"Sarrià-Sant Gervasi",23,"Sarrià",24691,"195.2"
2014,5,"Sarrià-Sant Gervasi",24,"les Tres Torres",16381,"217.8"
2014,5,"Sarrià-Sant Gervasi",25,"Sant Gervasi - la Bonanova",25378,"191.8"
2014,5,"Sarrià-Sant Gervasi",26,"Sant Gervasi - Galvany",46648,"192.1"
2014,5,"Sarrià-Sant Gervasi",27,"el Putxet i el Farró",29041,"140.2"
2014,6,"Gràcia",28,"Vallcarca i els Penitents",15454,"101.6"
2014,6,"Gràcia",29,"el Coll",7307,"81.6"
2014,6,"Gràcia",30,"la Salut",13256,"107.3"
2014,6,"Gràcia",31,"la Vila de Gràcia",50680,"118.1"
2014,6,"Gràcia",32,"el Camp d'en Grassot i Gràcia Nova",34146,"103.7"
2014,7,"Horta-Guinardó",33,"el Baix Guinardó",25587,"86.6"
2014,7,"Horta-Guinardó",34,"Can Baró",8887,"77.4"
2014,7,"Horta-Guinardó",35,"el Guinardó",35698,"82.0"
2014,7,"Horta-Guinardó",36,"la Font d'en Fargues",9467,"102.0"
2014,7,"Horta-Guinardó",37,"el Carmel",31728,"56.6"
2014,7,"Horta-Guinardó",38,"la Teixonera",11379,"69.6"
2014,7,"Horta-Guinardó",39,"Sant Genís dels Agudells",6865,"80.0"
2014,7,"Horta-Guinardó",40,"Montbau",5082,"70.0"
2014,7,"Horta-Guinardó",41,"la Vall d'Hebron",5422,"86.9"
2014,7,"Horta-Guinardó",42,"la Clota",529,"90.1"
2014,7,"Horta-Guinardó",43,"Horta",26591,"82.2"
2014,8,"Nou Barris",44,"Vilapicina i la Torre Llobeta",25500,"64.0"
2014,8,"Nou Barris",45,"Porta",24424,"58.3"
2014,8,"Nou Barris",46,"el Turó de la Peira",15471,"50.6"
2014,8,"Nou Barris",47,"Can Peguera",2288,"51.0"
2014,8,"Nou Barris",48,"la Guineueta",15090,"56.0"
2014,8,"Nou Barris",49,"Canyelles",7014,"61.0"
2014,8,"Nou Barris",50,"les Roquetes",15668,"50.8"
2014,8,"Nou Barris",51,"Verdun",12239,"50.8"
2014,8,"Nou Barris",52,"la Prosperitat",26171,"53.7"
2014,8,"Nou Barris",53,"la Trinitat Nova",7462,"34.7"
2014,8,"Nou Barris",54,"Torre Baró",2682,"45.6"
2014,8,"Nou Barris",55,"Ciutat Meridiana",10356,"39.2"
2014,8,"Nou Barris",56,"Vallbona",1353,"39.9"
2014,9,"Sant Andreu",57,"la Trinitat Vella",10268,"45.9"
2014,9,"Sant Andreu",58,"Baró de Viver",2508,"60.5"
2014,9,"Sant Andreu",59,"el Bon Pastor",12758,"59.6"
2014,9,"Sant Andreu",60,"Sant Andreu",56496,"76.6"
2014,9,"Sant Andreu",61,"la Sagrera",28914,"74.9"
2014,9,"Sant Andreu",62,"el Congrés i els Indians",14076,"72.7"
2014,9,"Sant Andreu",63,"Navas",21949,"83.3"
2014,10,"Sant Martí",64,"el Camp de l'Arpa del Clot",38130,"80.9"
2014,10,"Sant Martí",65,"el Clot",27082,"81.0"
2014,10,"Sant Martí",66,"el Parc i la Llacuna del Poblenou",14814,"88.6"
2014,10,"Sant Martí",67,"la Vila Olímpica del Poblenou",9391,"150.8"
2014,10,"Sant Martí",68,"el Poblenou",33425,"95.4"
2014,10,"Sant Martí",69,"Diagonal Mar i el Front Marítim del Poblenou",13351,"168.8"
2014,10,"Sant Martí",70,"el Besòs i el Maresme",23191,"58.9"
2014,10,"Sant Martí",71,"Provençals del Poblenou",20184,"91.7"
2014,10,"Sant Martí",72,"Sant Martí de Provençals",26018,"67.6"
2014,10,"Sant Martí",73,"la Verneda i la Pau",28903,"57.2"
2014,99,"No consta",99,"No consta",1,"-"
