"Any","Codi_Districte","Nom_Districte","Codi_Barri","Nom_Barri","Població","Índex RFD Barcelona = 100"
2008,1,"Ciutat Vella",1,"el Raval",47431,"62.6"
2008,1,"Ciutat Vella",2,"el Barri Gòtic",25556,"80.8"
2008,1,"Ciutat Vella",3,"la Barceloneta",16000,"65.9"
2008,1,"Ciutat Vella",4,"Sant Pere, Santa Caterina i la Ribera",22649,"81.8"
2008,2,"Eixample",5,"el Fort Pienc",32167,"108.3"
2008,2,"Eixample",6,"la Sagrada Família",52593,"100.7"
2008,2,"Eixample",7,"la Dreta de l'Eixample",42793,"138.0"
2008,2,"Eixample",8,"l'Antiga Esquerra de l'Eixample",41654,"122.8"
2008,2,"Eixample",9,"la Nova Esquerra de l'Eixample",58412,"116.6"
2008,2,"Eixample",10,"Sant Antoni",38247,"102.9"
2008,3,"Sants-Montjuïc",11,"el Poble Sec",40381,"70.8"
2008,3,"Sants-Montjuïc",12,"la Marina del Prat Vermell",1226,"77.2"
2008,3,"Sants-Montjuïc",13,"la Marina de Port",29618,"77.4"
2008,3,"Sants-Montjuïc",14,"la Font de la Guatlla",10181,"91.7"
2008,3,"Sants-Montjuïc",15,"Hostafrancs",15871,"82.5"
2008,3,"Sants-Montjuïc",16,"la Bordeta",18601,"80.8"
2008,3,"Sants-Montjuïc",17,"Sants - Badal",24274,"84.5"
2008,3,"Sants-Montjuïc",18,"Sants",41280,"87.1"
2008,4,"Les Corts",19,"les Corts",47101,"131.7"
2008,4,"Les Corts",20,"la Maternitat i Sant Ramon",23845,"129.8"
2008,4,"Les Corts",21,"Pedralbes",11543,"194.7"
2008,5,"Sarrià-Sant Gervasi",22,"Vallvidrera, el Tibidabo i les Planes",4153,"165.6"
2008,5,"Sarrià-Sant Gervasi",23,"Sarrià",23348,"172.4"
2008,5,"Sarrià-Sant Gervasi",24,"les Tres Torres",15410,"214.7"
2008,5,"Sarrià-Sant Gervasi",25,"Sant Gervasi - la Bonanova",23713,"177.5"
2008,5,"Sarrià-Sant Gervasi",26,"Sant Gervasi - Galvany",46517,"187.1"
2008,5,"Sarrià-Sant Gervasi",27,"el Putxet i el Farró",29524,"149.1"
2008,6,"Gràcia",28,"Vallcarca i els Penitents",15458,"111.9"
2008,6,"Gràcia",29,"el Coll",7307,"90.2"
2008,6,"Gràcia",30,"la Salut",13166,"111.0"
2008,6,"Gràcia",31,"la Vila de Gràcia",51426,"100.7"
2008,6,"Gràcia",32,"el Camp d'en Grassot i Gràcia Nova",34731,"102.6"
2008,7,"Horta-Guinardó",33,"el Baix Guinardó",26012,"96.4"
2008,7,"Horta-Guinardó",34,"Can Baró",9084,"83.7"
2008,7,"Horta-Guinardó",35,"el Guinardó",35157,"92.2"
2008,7,"Horta-Guinardó",36,"la Font d'en Fargues",9638,"107.7"
2008,7,"Horta-Guinardó",37,"el Carmel",32879,"69.3"
2008,7,"Horta-Guinardó",38,"la Teixonera",11398,"73.2"
2008,7,"Horta-Guinardó",39,"Sant Genís dels Agudells",7140,"86.8"
2008,7,"Horta-Guinardó",40,"Montbau",5179,"88.6"
2008,7,"Horta-Guinardó",41,"la Vall d'Hebron",5556,"98.0"
2008,7,"Horta-Guinardó",42,"la Clota",462,"90.5"
2008,7,"Horta-Guinardó",43,"Horta",27922,"87.5"
2008,8,"Nou Barris",44,"Vilapicina i la Torre Llobeta",25271,"81.7"
2008,8,"Nou Barris",45,"Porta",23603,"74.2"
2008,8,"Nou Barris",46,"el Turó de la Peira",15848,"65.0"
2008,8,"Nou Barris",47,"Can Peguera",2155,"52.8"
2008,8,"Nou Barris",48,"la Guineueta",15426,"82.0"
2008,8,"Nou Barris",49,"Canyelles",7482,"75.4"
2008,8,"Nou Barris",50,"les Roquetes",15970,"60.3"
2008,8,"Nou Barris",51,"Verdun",12400,"61.9"
2008,8,"Nou Barris",52,"la Prosperitat",26637,"72.5"
2008,8,"Nou Barris",53,"la Trinitat Nova",8056,"52.5"
2008,8,"Nou Barris",54,"Torre Baró",2120,"62.1"
2008,8,"Nou Barris",55,"Ciutat Meridiana",11145,"58.8"
2008,8,"Nou Barris",56,"Vallbona",1320,"59.6"
2008,9,"Sant Andreu",57,"la Trinitat Vella",10237,"76.4"
2008,9,"Sant Andreu",58,"Baró de Viver",2452,"49.9"
2008,9,"Sant Andreu",59,"el Bon Pastor",12990,"64.8"
2008,9,"Sant Andreu",60,"Sant Andreu",55638,"84.1"
2008,9,"Sant Andreu",61,"la Sagrera",28734,"85.3"
2008,9,"Sant Andreu",62,"el Congrés i els Indians",13820,"83.6"
2008,9,"Sant Andreu",63,"Navas",21572,"91.0"
2008,10,"Sant Martí",64,"el Camp de l'Arpa del Clot",38738,"92.4"
2008,10,"Sant Martí",65,"el Clot",27121,"89.0"
2008,10,"Sant Martí",66,"el Parc i la Llacuna del Poblenou",13175,"106.2"
2008,10,"Sant Martí",67,"la Vila Olímpica del Poblenou",8935,"133.3"
2008,10,"Sant Martí",68,"el Poblenou",30624,"93.6"
2008,10,"Sant Martí",69,"Diagonal Mar i el Front Marítim del Poblenou",9921,"104.4"
2008,10,"Sant Martí",70,"el Besòs i el Maresme",23557,"61.1"
2008,10,"Sant Martí",71,"Provençals del Poblenou",18556,"85.1"
2008,10,"Sant Martí",72,"Sant Martí de Provençals",26199,"80.3"
2008,10,"Sant Martí",73,"la Verneda i la Pau",29603,"74.3"
