"Any","Codi_Districte","Nom_Districte","Codi_Barri","Nom_Barri","Població","Índex RFD Barcelona = 100"
2009,1,"Ciutat Vella",1,"el Raval",49315,"62.0"
2009,1,"Ciutat Vella",2,"el Barri Gòtic",21045,"94.3"
2009,1,"Ciutat Vella",3,"la Barceloneta",16351,"64.4"
2009,1,"Ciutat Vella",4,"Sant Pere, Santa Caterina i la Ribera",23136,"88.8"
2009,2,"Eixample",5,"el Fort Pienc",33202,"109.1"
2009,2,"Eixample",6,"la Sagrada Família",52890,"98.4"
2009,2,"Eixample",7,"la Dreta de l'Eixample",43609,"143.6"
2009,2,"Eixample",8,"l'Antiga Esquerra de l'Eixample",42183,"122.6"
2009,2,"Eixample",9,"la Nova Esquerra de l'Eixample",58559,"114.3"
2009,2,"Eixample",10,"Sant Antoni",38742,"99.5"
2009,3,"Sants-Montjuïc",11,"el Poble Sec",41018,"68.7"
2009,3,"Sants-Montjuïc",12,"la Marina del Prat Vermell",1085,"74.2"
2009,3,"Sants-Montjuïc",13,"la Marina de Port",30128,"75.6"
2009,3,"Sants-Montjuïc",14,"la Font de la Guatlla",10336,"87.2"
2009,3,"Sants-Montjuïc",15,"Hostafrancs",16208,"81.7"
2009,3,"Sants-Montjuïc",16,"la Bordeta",18823,"77.4"
2009,3,"Sants-Montjuïc",17,"Sants - Badal",24507,"81.4"
2009,3,"Sants-Montjuïc",18,"Sants",42438,"85.3"
2009,4,"Les Corts",19,"les Corts",47664,"128.9"
2009,4,"Les Corts",20,"la Maternitat i Sant Ramon",23954,"128.1"
2009,4,"Les Corts",21,"Pedralbes",11650,"198.3"
2009,5,"Sarrià-Sant Gervasi",22,"Vallvidrera, el Tibidabo i les Planes",4295,"172.2"
2009,5,"Sarrià-Sant Gervasi",23,"Sarrià",23802,"176.1"
2009,5,"Sarrià-Sant Gervasi",24,"les Tres Torres",15832,"222.6"
2009,5,"Sarrià-Sant Gervasi",25,"Sant Gervasi - la Bonanova",24270,"184.5"
2009,5,"Sarrià-Sant Gervasi",26,"Sant Gervasi - Galvany",46829,"195.1"
2009,5,"Sarrià-Sant Gervasi",27,"el Putxet i el Farró",30461,"147.7"
2009,6,"Gràcia",28,"Vallcarca i els Penitents",15687,"111.9"
2009,6,"Gràcia",29,"el Coll",7299,"89.7"
2009,6,"Gràcia",30,"la Salut",13332,"110.1"
2009,6,"Gràcia",31,"la Vila de Gràcia",52801,"98.8"
2009,6,"Gràcia",32,"el Camp d'en Grassot i Gràcia Nova",34838,"101.7"
2009,7,"Horta-Guinardó",33,"el Baix Guinardó",26287,"92.8"
2009,7,"Horta-Guinardó",34,"Can Baró",9159,"81.9"
2009,7,"Horta-Guinardó",35,"el Guinardó",35836,"87.8"
2009,7,"Horta-Guinardó",36,"la Font d'en Fargues",9608,"107.7"
2009,7,"Horta-Guinardó",37,"el Carmel",33081,"64.9"
2009,7,"Horta-Guinardó",38,"la Teixonera",11494,"73.1"
2009,7,"Horta-Guinardó",39,"Sant Genís dels Agudells",7228,"80.5"
2009,7,"Horta-Guinardó",40,"Montbau",5261,"80.0"
2009,7,"Horta-Guinardó",41,"la Vall d'Hebron",5618,"98.0"
2009,7,"Horta-Guinardó",42,"la Clota",480,"94.6"
2009,7,"Horta-Guinardó",43,"Horta",27909,"82.1"
2009,8,"Nou Barris",44,"Vilapicina i la Torre Llobeta",25957,"80.1"
2009,8,"Nou Barris",45,"Porta",23993,"70.2"
2009,8,"Nou Barris",46,"el Turó de la Peira",16593,"57.8"
2009,8,"Nou Barris",47,"Can Peguera",2210,"43.3"
2009,8,"Nou Barris",48,"la Guineueta",15411,"76.9"
2009,8,"Nou Barris",49,"Canyelles",7359,"70.9"
2009,8,"Nou Barris",50,"les Roquetes",16233,"55.0"
2009,8,"Nou Barris",51,"Verdun",12418,"57.2"
2009,8,"Nou Barris",52,"la Prosperitat",26848,"66.7"
2009,8,"Nou Barris",53,"la Trinitat Nova",8070,"51.5"
2009,8,"Nou Barris",54,"Torre Baró",2200,"65.6"
2009,8,"Nou Barris",55,"Ciutat Meridiana",11355,"53.9"
2009,8,"Nou Barris",56,"Vallbona",1314,"61.2"
2009,9,"Sant Andreu",57,"la Trinitat Vella",10574,"69.9"
2009,9,"Sant Andreu",58,"Baró de Viver",2372,"44.3"
2009,9,"Sant Andreu",59,"el Bon Pastor",13808,"57.1"
2009,9,"Sant Andreu",60,"Sant Andreu",55813,"82.1"
2009,9,"Sant Andreu",61,"la Sagrera",29002,"81.2"
2009,9,"Sant Andreu",62,"el Congrés i els Indians",14111,"78.6"
2009,9,"Sant Andreu",63,"Navas",21858,"86.9"
2009,10,"Sant Martí",64,"el Camp de l'Arpa del Clot",38917,"89.2"
2009,10,"Sant Martí",65,"el Clot",27562,"85.5"
2009,10,"Sant Martí",66,"el Parc i la Llacuna del Poblenou",13457,"103.1"
2009,10,"Sant Martí",67,"la Vila Olímpica del Poblenou",9202,"141.1"
2009,10,"Sant Martí",68,"el Poblenou",31433,"86.5"
2009,10,"Sant Martí",69,"Diagonal Mar i el Front Marítim del Poblenou",11132,"107.9"
2009,10,"Sant Martí",70,"el Besòs i el Maresme",24527,"53.7"
2009,10,"Sant Martí",71,"Provençals del Poblenou",19542,"82.4"
2009,10,"Sant Martí",72,"Sant Martí de Provençals",26457,"76.6"
2009,10,"Sant Martí",73,"la Verneda i la Pau",29626,"67.8"
2009,99,"No consta",99,"No consta",499,"-"
