"Any","Codi_Districte","Nom_Districte","Codi_Barri","Nom_Barri","Població","Índex RFD Barcelona = 100"
2016,1,"Ciutat Vella",1,"el Raval",47274,"74.6"
2016,1,"Ciutat Vella",2,"el Barri Gòtic",15729,"110.5"
2016,1,"Ciutat Vella",3,"la Barceloneta",15068,"84.8"
2016,1,"Ciutat Vella",4,"Sant Pere, Santa Caterina i la Ribera",22380,"97.8"
2016,2,"Eixample",5,"el Fort Pienc",31693,"105.0"
2016,2,"Eixample",6,"la Sagrada Família",51349,"95.9"
2016,2,"Eixample",7,"la Dreta de l'Eixample",43715,"170.0"
2016,2,"Eixample",8,"l'Antiga Esquerra de l'Eixample",41872,"139.2"
2016,2,"Eixample",9,"la Nova Esquerra de l'Eixample",57676,"105.3"
2016,2,"Eixample",10,"Sant Antoni",38182,"104.0"
2016,3,"Sants-Montjuïc",11,"el Poble Sec",40104,"76.1"
2016,3,"Sants-Montjuïc",12,"la Marina del Prat Vermell",1146,"49.7"
2016,3,"Sants-Montjuïc",13,"la Marina de Port",30397,"68.3"
2016,3,"Sants-Montjuïc",14,"la Font de la Guatlla",10316,"84.9"
2016,3,"Sants-Montjuïc",15,"Hostafrancs",15915,"84.6"
2016,3,"Sants-Montjuïc",16,"la Bordeta",18518,"73.6"
2016,3,"Sants-Montjuïc",17,"Sants - Badal",23935,"74.5"
2016,3,"Sants-Montjuïc",18,"Sants",40831,"92.3"
2016,4,"Les Corts",19,"les Corts",45976,"119.9"
2016,4,"Les Corts",20,"la Maternitat i Sant Ramon",23868,"114.3"
2016,4,"Les Corts",21,"Pedralbes",11864,"242.4"
2016,5,"Sarrià-Sant Gervasi",22,"Vallvidrera, el Tibidabo i les Planes",4641,"130.8"
2016,5,"Sarrià-Sant Gervasi",23,"Sarrià",24810,"186.6"
2016,5,"Sarrià-Sant Gervasi",24,"les Tres Torres",16486,"211.0"
2016,5,"Sarrià-Sant Gervasi",25,"Sant Gervasi - la Bonanova",25761,"187.5"
2016,5,"Sarrià-Sant Gervasi",26,"Sant Gervasi - Galvany",47156,"198.3"
2016,5,"Sarrià-Sant Gervasi",27,"el Putxet i el Farró",29318,"140.6"
2016,6,"Gràcia",28,"Vallcarca i els Penitents",15448,"112.9"
2016,6,"Gràcia",29,"el Coll",7391,"84.4"
2016,6,"Gràcia",30,"la Salut",13123,"116.4"
2016,6,"Gràcia",31,"la Vila de Gràcia",50670,"101.5"
2016,6,"Gràcia",32,"el Camp d'en Grassot i Gràcia Nova",34275,"108.1"
2016,7,"Horta-Guinardó",33,"el Baix Guinardó",25563,"92.0"
2016,7,"Horta-Guinardó",34,"Can Baró",8969,"96.0"
2016,7,"Horta-Guinardó",35,"el Guinardó",36176,"80.1"
2016,7,"Horta-Guinardó",36,"la Font d'en Fargues",9402,"94.8"
2016,7,"Horta-Guinardó",37,"el Carmel",31377,"54.5"
2016,7,"Horta-Guinardó",38,"la Teixonera",11281,"75.8"
2016,7,"Horta-Guinardó",39,"Sant Genís dels Agudells",6828,"86.3"
2016,7,"Horta-Guinardó",40,"Montbau",5101,"82.2"
2016,7,"Horta-Guinardó",41,"la Vall d'Hebron",5687,"87.5"
2016,7,"Horta-Guinardó",42,"la Clota",590,"91.4"
2016,7,"Horta-Guinardó",43,"Horta",26597,"80.6"
2016,8,"Nou Barris",44,"Vilapicina i la Torre Llobeta",25522,"63.7"
2016,8,"Nou Barris",45,"Porta",24567,"62.5"
2016,8,"Nou Barris",46,"el Turó de la Peira",15373,"51.7"
2016,8,"Nou Barris",47,"Can Peguera",2216,"51.5"
2016,8,"Nou Barris",48,"la Guineueta",15050,"54.4"
2016,8,"Nou Barris",49,"Canyelles",6925,"54.4"
2016,8,"Nou Barris",50,"les Roquetes",15428,"57.0"
2016,8,"Nou Barris",51,"Verdun",12261,"53.8"
2016,8,"Nou Barris",52,"la Prosperitat",26166,"55.1"
2016,8,"Nou Barris",53,"la Trinitat Nova",7259,"40.6"
2016,8,"Nou Barris",54,"Torre Baró",2795,"45.1"
2016,8,"Nou Barris",55,"Ciutat Meridiana",10055,"34.3"
2016,8,"Nou Barris",56,"Vallbona",1354,"51.9"
2016,9,"Sant Andreu",57,"la Trinitat Vella",10048,"48.9"
2016,9,"Sant Andreu",58,"Baró de Viver",2511,"72.6"
2016,9,"Sant Andreu",59,"el Bon Pastor",12594,"62.0"
2016,9,"Sant Andreu",60,"Sant Andreu",56695,"77.0"
2016,9,"Sant Andreu",61,"la Sagrera",28710,"77.9"
2016,9,"Sant Andreu",62,"el Congrés i els Indians",14051,"71.7"
2016,9,"Sant Andreu",63,"Navas",22097,"84.3"
2016,10,"Sant Martí",64,"el Camp de l'Arpa del Clot",38252,"82.7"
2016,10,"Sant Martí",65,"el Clot",26928,"83.7"
2016,10,"Sant Martí",66,"el Parc i la Llacuna del Poblenou",14861,"92.1"
2016,10,"Sant Martí",67,"la Vila Olímpica del Poblenou",9346,"162.0"
2016,10,"Sant Martí",68,"el Poblenou",33621,"98.6"
2016,10,"Sant Martí",69,"Diagonal Mar i el Front Marítim del Poblenou",13455,"152.6"
2016,10,"Sant Martí",70,"el Besòs i el Maresme",22609,"54.7"
2016,10,"Sant Martí",71,"Provençals del Poblenou",20516,"98.7"
2016,10,"Sant Martí",72,"Sant Martí de Provençals",26031,"68.7"
2016,10,"Sant Martí",73,"la Verneda i la Pau",28673,"58.8"
